Crop,Temperature,Moisture Content,Pesticide,Light,Oxygen,Spoilage Risk
1,6.55,6.65,0,0,1.03,32
2,35.35,6.84,1,0,0.93,23
1,10.19,3.7,1,1,4.88,26
1,7.41,5.46,1,0,5.4,27
2,9.23,19.65,0,0,6.34,46
0,0.76,16.4,1,1,0.74,31
2,17.39,17.93,1,1,3.36,29
0,37.93,3.25,0,1,5.81,48
2,5.25,9.74,0,0,3.44,30
1,38.89,5.33,0,2,3.49,52
1,10.49,4.02,1,2,2.41,30
0,11.24,8.39,1,1,7.84,31
0,24.31,7.03,1,0,3.94,26
0,22.52,7.9,0,1,3.63,37
1,11.65,3.16,0,1,0.82,31
2,35.61,10.92,1,1,1.12,30
0,5.02,2.72,0,1,6.61,39
0,22.59,11.35,0,0,5.14,39
2,20.77,8.56,0,2,2.76,35
1,34.99,2.15,1,0,6.51,35
2,33.57,17.38,1,2,3.35,37
0,18.45,12.08,1,2,2.72,33
1,23.39,10.71,0,0,1.02,35
2,18.22,13.92,1,0,5.09,26
0,21.37,7.45,1,0,6.54,31
2,4.67,12.06,0,2,3.62,38
2,17.71,5.6,1,1,2.84,22
2,31.0,12.62,1,2,5.89,35
2,12.69,10.1,0,0,7.34,34
0,18.05,12.29,1,0,6.39,31
2,0.2,4.46,1,1,7.79,28
1,32.81,17.19,1,0,2.88,38
1,28.55,7.46,1,2,0.78,34
1,18.69,10.49,0,0,2.84,35
2,7.71,10.54,0,1,7.86,37
0,13.91,8.77,1,2,1.15,30
2,7.18,3.97,1,1,3.57,24
1,32.01,18.78,0,1,4.26,55
2,1.82,4.1,0,1,2.65,33
2,31.38,8.7,0,2,3.81,39
0,12.42,12.96,1,1,3.9,26
1,12.3,19.53,0,2,1.96,51
1,0.87,10.94,0,2,4.11,39
1,38.91,8.61,0,0,7.69,49
2,23.46,19.43,1,0,3.64,31
1,23.47,19.56,0,0,7.28,51
1,21.3,17.29,1,2,1.13,40
2,38.82,8.05,1,2,4.1,34
2,19.63,10.63,1,0,1.95,19
2,13.43,4.29,1,1,6.06,28
1,33.68,13.59,0,2,3.94,50
1,22.49,8.79,0,1,6.66,42
1,35.43,3.76,0,2,4.98,52
0,19.45,12.33,0,2,6.85,46
1,25.93,12.96,0,2,5.48,52
1,24.93,3.92,0,0,0.93,31
1,31.04,10.76,1,0,6.57,35
0,24.41,17.05,0,0,3.16,42
1,8.34,11.78,1,1,5.55,30
1,10.42,17.12,0,0,3.64,39
2,22.93,11.08,1,0,4.61,19
1,24.29,2.26,0,1,5.29,42
0,18.01,14.11,0,2,3.07,44
2,22.64,12.09,1,1,7.48,27
1,36.42,15.4,1,2,5.65,51
2,22.38,12.82,1,1,3.26,23
0,0.66,12.65,1,0,1.61,23
0,10.42,11.52,0,0,4.9,31
2,9.45,15.08,0,0,6.41,38
0,22.18,10.18,0,0,3.76,34
1,27.69,16.19,0,2,0.68,50
1,21.34,15.79,0,0,4.26,39
1,1.0,18.93,0,0,6.57,48
1,29.21,10.1,0,1,1.01,43
0,30.07,9.75,1,1,1.95,35
0,18.32,4.25,0,1,4.89,37
2,25.87,3.16,1,0,5.65,27
1,35.09,8.25,0,0,5.89,49
1,4.03,13.77,0,0,5.64,39
1,15.12,2.7,0,1,1.3,38
0,14.58,3.43,1,0,1.3,23
1,22.71,4.88,0,0,4.86,35
2,9.26,14.37,1,1,5.21,31
1,6.99,17.15,0,0,1.27,39
1,20.31,13.1,1,0,3.07,29
2,10.14,9.26,1,0,5.97,25
2,27.08,14.85,1,1,4.79,29
0,0.9,12.22,0,2,6.64,43
1,8.8,13.97,1,0,6.92,30
2,21.84,12.01,1,1,2.89,23
1,14.57,18.21,0,2,4.65,51
2,3.64,12.49,1,1,7.29,29
2,32.36,12.38,1,0,6.56,28
0,15.25,3.22,0,2,0.91,38
0,38.45,14.6,1,1,7.72,43
0,18.05,7.09,0,1,4.82,37
1,37.97,7.28,1,2,5.13,47
1,35.13,10.89,0,1,5.84,52
1,5.88,6.39,1,1,0.71,22
1,35.54,12.22,0,0,4.65,46
2,29.08,18.38,1,0,5.13,39
2,6.44,5.08,0,2,6.0,41
0,28.1,2.57,0,1,0.74,40
0,38.32,8.47,0,1,2.84,43
2,37.18,18.41,1,2,3.01,46
1,4.05,8.17,1,2,7.13,34
1,23.36,9.63,1,1,4.68,29
0,19.91,5.96,1,1,3.83,29
2,9.49,14.2,0,0,7.62,37
2,18.4,9.11,0,0,2.15,28
1,20.33,5.06,0,1,6.47,42
1,12.94,12.13,0,0,7.17,37
1,28.44,8.17,0,1,5.01,47
1,26.0,6.62,1,1,3.86,34
0,7.94,14.33,0,1,3.08,37
2,24.75,13.15,1,0,7.27,26
2,0.33,7.62,0,0,1.92,30
1,30.82,14.58,0,0,5.51,47
1,8.44,7.81,0,0,0.56,28
2,29.04,2.96,1,0,2.21,23
0,32.72,13.5,0,1,6.54,48
1,20.88,2.95,1,0,7.29,30
1,28.43,4.4,0,2,3.77,47
0,35.63,14.26,0,2,4.43,50
2,29.96,6.3,1,2,7.87,34
0,38.67,13.92,1,2,3.08,39
0,13.52,7.27,0,1,5.71,39
1,27.54,8.05,0,1,6.79,47
2,1.8,6.35,1,1,5.21,28
0,21.64,14.22,0,0,7.89,42
2,35.96,9.54,1,1,2.17,30
1,0.77,7.74,0,2,0.6,35
1,22.81,13.17,0,0,2.33,38
0,30.96,9.47,1,0,7.06,37
0,15.02,4.08,1,1,5.85,34
1,6.75,11.79,0,2,3.1,39
2,16.98,17.98,1,1,6.44,33
1,19.18,7.64,0,1,3.17,38
0,39.12,17.15,0,0,6.23,53
1,18.35,13.36,0,2,2.81,45
2,30.62,8.66,1,0,3.62,23
0,14.41,8.72,0,0,3.93,31
2,10.11,3.14,1,2,6.65,32
1,11.67,4.24,0,1,2.04,35
2,36.86,14.78,0,2,5.35,50
2,19.95,4.01,1,2,6.67,30
0,13.75,18.72,1,1,3.25,34
2,31.88,2.4,1,0,3.06,23
0,2.82,12.03,1,1,3.83,26
1,25.51,2.1,0,2,7.13,51
0,29.53,4.26,0,1,1.49,43
2,37.68,2.7,0,1,0.96,35
0,35.65,16.9,0,2,5.87,60
2,8.03,8.04,0,1,6.0,37
1,30.76,4.82,1,2,2.62,38
1,7.33,3.43,0,0,1.84,32
2,13.3,12.73,1,0,2.71,22
2,30.01,2.13,0,2,1.44,39
2,10.89,16.69,1,2,5.64,39
2,35.1,18.74,0,0,6.31,52
2,5.23,18.42,0,0,4.82,42
1,35.05,5.2,0,0,0.56,41
0,37.43,5.1,1,0,1.65,32
1,10.9,19.41,1,2,7.61,46
0,34.74,7.52,0,2,0.53,44
2,8.16,8.43,1,2,4.18,28
2,34.84,8.73,0,0,6.47,36
2,13.97,19.73,0,2,7.9,53
0,2.91,15.71,0,1,6.65,42
1,29.86,19.21,1,2,5.49,54
1,27.57,14.19,1,1,6.89,41
2,29.99,9.54,1,2,1.91,30
2,16.52,12.9,0,0,4.91,29
1,6.53,14.44,1,0,4.6,26
0,9.74,5.74,1,1,2.11,26
2,12.06,2.6,0,1,1.94,33
2,39.0,6.74,1,1,2.07,30
0,26.21,15.81,0,1,6.94,51
1,32.2,3.42,1,0,3.65,31
2,3.82,8.81,0,0,6.77,34
2,2.79,12.08,1,1,5.67,29
2,5.13,8.5,0,1,3.92,33
0,35.65,5.97,0,2,0.96,44
1,15.81,17.82,0,1,1.39,45
0,32.78,19.66,0,1,2.57,51
2,8.2,17.0,0,0,4.14,37
0,20.53,11.3,1,2,5.73,38
1,7.06,14.85,1,0,1.14,26
1,7.6,3.3,1,0,4.34,23
1,28.55,10.27,0,1,4.92,43
0,33.51,19.12,0,2,1.9,55
1,32.06,19.22,0,2,5.4,63
1,33.92,11.02,0,2,6.24,51
1,2.93,11.06,1,0,1.22,23
2,20.54,18.53,1,2,1.88,38
2,5.41,13.95,1,1,7.89,31
1,2.56,7.52,1,0,1.77,23
0,28.52,12.73,0,0,7.68,45
2,2.2,6.65,1,1,7.03,28
1,39.34,7.9,1,1,3.62,39
1,33.8,11.94,0,0,2.91,40
0,25.32,18.26,0,0,5.61,53
0,34.57,10.74,0,2,5.82,52
1,7.09,15.5,1,0,4.5,27
2,28.65,11.17,1,0,5.4,27
0,1.09,9.69,1,1,4.37,26
2,38.99,11.13,0,0,7.33,40
0,27.59,5.01,1,0,3.62,32
2,3.85,16.46,0,1,2.87,40
0,35.43,14.43,0,1,4.28,46
2,16.73,3.94,1,0,2.01,19
0,8.61,11.92,0,1,1.18,34
1,35.9,6.14,1,1,2.29,39
1,24.44,17.45,1,2,5.99,44
0,37.08,3.43,0,0,5.03,45
2,26.97,9.39,1,0,6.06,27
0,1.93,3.47,1,0,7.97,28
0,5.34,7.7,0,1,6.95,39
1,26.04,6.8,0,1,0.75,39
1,21.8,5.11,0,1,6.69,42
0,0.53,15.98,1,1,1.19,29
2,0.76,2.09,1,1,6.71,28
1,34.03,18.81,1,0,5.32,47
1,37.83,10.58,1,2,4.76,43
0,15.24,6.65,1,1,1.41,29
1,30.56,11.99,0,2,0.9,43
0,12.1,19.83,1,2,7.04,43
2,39.48,4.16,0,0,6.33,40
0,12.51,15.29,0,2,1.47,41
1,21.84,2.28,0,1,6.3,42
1,14.93,5.1,0,1,2.64,35
2,29.51,14.24,1,0,5.2,30
2,39.36,17.35,1,2,2.91,41
2,11.43,18.46,0,1,6.65,49
0,38.9,13.59,1,2,4.54,39
1,13.8,10.41,0,0,6.92,36
0,30.47,17.08,1,1,1.55,43
1,27.9,14.69,0,1,2.48,46
1,39.66,3.13,0,1,6.37,52
2,15.15,11.36,0,2,0.79,31
2,1.67,9.7,1,1,4.63,24
1,28.52,16.14,1,1,3.65,41
0,35.15,14.79,1,2,7.92,47
2,33.2,3.43,0,1,5.91,39
2,8.68,7.11,0,0,5.65,34
2,3.39,12.21,0,0,2.26,31
1,32.92,4.32,0,0,7.03,44
2,35.89,15.73,0,2,4.45,47
2,34.41,15.84,1,0,7.27,31
1,39.22,9.58,0,1,7.25,52
1,34.28,14.18,0,2,5.03,54
2,29.33,6.09,0,2,0.5,35
1,24.49,8.94,1,0,4.55,26
0,16.95,2.43,1,1,3.41,29
1,25.87,12.78,1,0,2.83,32
2,33.04,11.87,1,2,6.54,34
0,12.04,2.63,0,2,5.05,43
1,28.63,15.88,1,2,2.24,42
2,26.22,2.12,0,0,2.41,32
1,4.56,16.48,0,2,3.41,46
1,11.96,8.17,1,0,6.64,27
2,26.6,13.21,0,1,3.57,38
1,20.98,9.56,1,0,4.19,26
0,35.73,18.24,1,2,2.02,47
1,30.88,19.33,1,1,6.49,50
1,36.37,10.55,0,0,3.96,45
1,19.41,17.84,1,2,2.79,40
1,5.91,14.48,0,1,2.33,38
2,28.4,17.54,1,1,3.02,33
2,23.17,10.74,1,0,2.39,19
1,16.76,16.32,1,1,0.76,32
0,8.21,15.51,0,2,6.93,46
2,13.56,12.51,1,1,0.89,21
1,36.36,10.89,0,0,2.88,45
2,11.99,17.26,1,1,6.29,35
0,10.3,16.63,1,1,5.98,39
0,15.82,2.14,0,1,3.66,37
2,9.65,8.58,1,2,3.43,28
2,14.22,2.54,0,2,1.61,37
2,39.59,14.53,1,2,7.71,41
2,33.32,16.19,0,0,2.44,39
2,29.91,8.77,0,0,6.6,36
0,17.74,13.43,0,1,6.3,42
2,25.11,16.62,1,2,4.26,37
0,8.63,14.18,1,1,5.14,34
0,26.73,11.64,0,2,5.14,52
0,12.91,11.51,0,2,4.13,38
1,9.05,4.06,1,2,5.02,34
1,11.67,18.53,0,2,0.84,47
2,38.29,7.94,0,2,1.95,43
1,7.18,15.0,0,1,1.32,39
2,28.18,2.48,1,1,3.58,26
1,36.38,9.69,1,0,6.33,40
2,21.57,11.68,0,1,4.13,31
2,10.28,15.48,0,0,1.51,34
0,23.56,13.29,0,0,4.52,34
2,0.47,11.94,0,1,5.21,37
0,27.69,4.25,0,0,4.93,40
2,7.16,11.11,1,2,7.79,32
2,25.23,18.82,0,0,1.9,44
1,37.48,12.14,0,2,2.23,53
2,8.93,15.43,0,2,4.18,41
2,17.31,15.18,1,2,0.65,26
1,8.5,12.65,1,0,4.52,24
1,8.68,8.63,0,2,5.49,43
2,17.12,13.83,0,2,2.71,38
1,37.12,12.2,0,2,5.53,57
2,39.81,7.18,0,0,7.04,40
1,20.91,7.89,1,0,2.33,26
2,25.49,17.73,0,1,3.32,42
2,12.91,3.25,1,1,1.94,24
2,38.16,17.5,0,2,4.49,50
0,20.92,13.62,0,2,7.39,46
0,28.77,19.71,1,2,1.91,47
2,5.13,4.65,0,1,5.67,37
2,4.17,9.72,0,1,2.39,33
0,7.16,7.44,1,1,5.98,31
0,25.59,9.2,1,2,1.31,39
2,19.6,11.95,0,2,6.56,39
1,28.62,19.56,1,0,4.19,43
2,32.79,16.36,1,2,3.71,37
1,0.17,4.85,0,0,5.55,36
0,39.86,13.32,1,2,5.29,44
2,20.18,3.98,0,2,5.05,39
0,31.94,12.88,1,0,5.81,37
1,20.78,17.34,1,1,0.97,32
0,26.86,11.26,0,0,3.31,40
0,1.31,18.61,1,2,3.03,38
1,32.96,15.5,1,2,2.76,42
1,6.93,5.54,0,1,3.58,35
1,25.82,9.43,0,0,0.84,36
2,21.1,19.41,1,0,7.37,35
1,29.23,14.83,0,0,2.59,43
0,14.74,12.69,0,1,2.2,34
2,30.98,18.76,0,2,7.32,55
1,38.64,13.29,0,1,5.87,55
1,6.83,2.46,1,0,5.35,27
1,7.42,15.21,1,1,6.39,34
2,31.05,2.56,0,2,7.55,43
0,17.77,2.56,1,1,7.99,34
2,28.28,16.21,1,2,1.48,37
1,22.8,18.64,1,1,6.74,45
0,15.6,11.02,0,2,7.12,46
0,17.57,19.48,0,1,5.4,50
1,15.09,8.7,0,0,7.99,39
0,0.45,13.8,1,2,0.72,27
2,36.4,6.34,0,0,4.56,36
2,29.74,6.41,0,0,3.03,32
0,14.12,18.7,1,0,5.92,36
1,0.47,18.06,1,2,4.27,42
2,18.03,3.75,0,2,1.5,35
0,7.9,16.61,0,1,2.86,42
1,3.07,11.58,1,1,5.2,30
1,26.36,5.56,0,0,1.79,40
0,32.68,19.06,1,0,7.22,45
1,33.24,6.6,0,1,2.34,43
2,11.18,8.78,0,0,2.27,30
2,29.9,16.92,1,2,7.84,41
1,0.35,7.71,1,1,7.51,30
1,25.45,9.25,0,1,0.92,39
0,13.88,18.14,0,1,1.95,42
1,18.98,5.93,0,1,2.96,38
2,3.65,11.45,0,0,0.52,26
0,17.89,17.81,0,2,1.96,49
2,1.44,12.58,1,2,3.76,29
1,16.07,12.88,0,0,4.31,36
2,35.77,7.63,0,1,5.9,43
0,17.42,2.36,0,0,7.61,39
2,1.03,2.67,1,2,3.32,28
1,22.56,8.18,0,0,2.46,35
1,24.93,17.18,1,1,1.18,36
1,37.22,5.53,1,2,3.41,43
2,23.47,2.38,0,2,1.82,35
2,21.74,18.42,1,0,4.65,31
2,5.97,12.12,1,2,4.09,29
1,17.58,2.07,1,0,7.05,30
0,5.24,4.36,1,1,3.71,26
0,16.72,11.25,1,2,1.84,33
2,35.13,5.75,0,0,6.84,40
1,26.27,12.01,0,0,6.63,45
1,31.41,10.2,1,1,7.49,38
0,12.39,5.4,0,1,7.43,39
2,6.92,8.09,0,0,3.09,30
1,38.48,10.76,0,1,5.56,52
2,30.43,4.19,1,0,5.89,27
1,37.33,9.95,0,1,4.0,48
2,25.71,2.58,0,2,1.52,39
2,39.05,14.87,1,1,5.46,37
0,26.61,11.13,0,2,4.34,47
1,24.65,6.71,0,0,5.6,39
2,39.03,14.51,1,1,7.05,37
1,2.28,10.84,0,0,3.82,32
1,35.38,14.88,0,1,7.48,55
1,8.9,5.78,0,2,1.73,39
2,12.29,7.82,1,0,0.84,17
0,18.94,9.29,0,2,3.21,41
0,38.89,16.42,0,2,2.19,55
2,34.43,9.9,1,0,2.72,23
1,29.04,8.36,0,0,4.27,40
1,35.24,7.56,0,1,4.44,48
2,2.96,8.48,1,0,7.44,25
1,38.64,10.16,0,2,2.55,52
1,18.49,17.72,1,1,3.88,36
0,35.48,7.35,1,0,4.97,32
0,8.67,8.46,0,0,7.11,36
0,10.58,15.92,0,0,6.2,39
0,5.26,7.88,1,1,3.44,26
1,10.19,14.1,0,0,7.68,39
2,14.17,14.64,0,2,2.39,40
2,20.67,15.33,0,0,2.39,32
0,39.43,14.69,0,2,2.67,50
0,31.58,8.04,1,2,1.46,39
0,32.5,11.21,1,2,2.86,39
2,39.42,7.26,1,1,3.61,30
2,39.16,14.85,1,1,1.52,33
0,33.74,3.29,0,1,7.59,48
1,21.02,7.6,0,1,3.81,38
1,1.75,10.52,0,2,7.89,43
1,11.11,18.76,0,1,2.37,47
1,31.16,17.37,0,1,5.82,54
1,21.24,10.04,1,2,2.0,33
2,16.93,6.32,0,1,2.05,31
1,5.05,9.99,0,2,2.27,39
1,36.22,18.35,1,1,1.05,51
0,22.86,12.92,1,1,7.01,34
2,12.86,7.14,1,1,0.58,20
2,15.48,6.93,1,2,6.0,30
2,19.41,7.17,0,1,6.95,35
0,21.9,18.35,1,2,6.64,46
0,18.75,6.3,1,0,6.12,31
0,30.29,18.67,1,2,2.44,47
0,11.43,13.09,1,1,4.0,26
1,29.3,7.91,1,0,7.14,35
1,18.19,19.35,1,1,6.03,45
2,26.53,14.47,1,1,7.98,33
2,15.36,15.06,1,0,6.62,27
1,12.27,11.48,1,1,2.78,26
1,21.16,15.82,0,1,6.4,46
1,28.27,5.85,0,0,2.28,40
2,39.71,12.92,0,1,6.05,44
2,2.3,13.07,0,1,1.19,36
1,3.51,10.41,0,0,6.92,36
0,10.57,2.86,0,2,3.95,38
2,15.14,5.96,1,2,2.53,26
0,39.07,8.03,1,0,6.52,37
1,3.42,16.83,0,0,1.63,39
2,39.55,17.58,1,1,4.85,37
2,27.32,10.37,0,1,4.35,35
2,36.02,19.36,1,2,6.82,50
0,16.15,19.59,0,1,5.46,50
2,1.03,5.52,1,1,5.15,28
1,32.13,8.81,1,2,1.92,38
2,21.68,11.39,0,0,7.35,32
0,6.82,11.13,0,2,7.53,43
1,8.15,6.78,0,1,7.15,39
0,17.39,11.31,0,1,5.98,42
2,34.95,10.43,1,0,0.7,19
1,11.9,15.62,0,0,7.21,40
2,30.56,3.03,0,1,6.07,39
1,29.68,10.72,1,2,1.54,38
0,5.7,5.59,0,2,4.71,38
1,39.73,14.66,1,0,2.56,39
1,25.8,4.33,1,1,1.43,34
2,17.23,5.71,0,0,7.02,32
1,2.45,12.96,1,0,4.91,24
2,34.14,18.54,0,2,2.96,51
1,29.9,7.07,0,0,1.66,40
1,35.56,5.09,1,1,6.02,43
2,16.62,6.2,0,2,2.81,35
1,20.99,16.48,1,2,5.86,44
1,18.38,6.43,0,1,5.73,42
1,31.12,3.78,1,1,6.27,38
0,4.63,4.68,0,1,6.33,39
1,30.31,10.73,0,0,4.86,40
0,3.65,11.43,0,2,5.61,43
2,34.88,18.21,1,0,2.58,35
0,29.23,3.95,1,1,3.87,35
0,17.29,2.49,0,0,7.08,39
2,3.64,6.57,1,0,4.32,21
1,12.97,5.86,0,2,5.55,43
1,11.49,8.45,0,0,0.97,28
0,10.52,14.92,1,1,5.25,34
1,28.03,12.33,0,1,4.39,44
1,33.59,13.43,0,1,5.26,50
1,37.41,15.96,0,2,4.17,56
1,4.41,17.1,1,0,7.68,34
1,33.27,2.52,0,1,3.31,43
1,14.4,10.14,1,2,6.36,34
2,22.2,15.12,1,1,7.46,30
1,25.61,7.18,0,1,7.3,47
2,29.45,7.7,1,1,6.29,30
0,24.89,12.45,1,2,7.28,38
0,4.45,8.6,0,2,1.84,38
1,13.05,7.0,0,2,3.24,39
2,13.82,9.68,0,2,2.42,37
1,15.62,13.76,0,0,7.8,42
2,17.78,10.24,1,2,4.36,26
0,10.17,12.23,0,2,3.38,38
2,7.63,18.83,1,0,4.68,33
1,16.07,13.84,0,2,2.73,45
1,15.57,5.89,1,2,6.23,37
2,39.73,3.65,1,1,6.2,34
2,25.27,6.81,1,0,3.08,23
1,25.93,11.84,1,0,5.87,35
2,8.67,9.37,1,2,6.19,32
1,7.53,2.1,1,1,3.15,26
2,27.82,7.25,0,0,5.93,36
0,36.58,8.19,0,1,5.76,48
2,16.44,5.37,1,0,2.94,19
2,25.05,14.95,0,2,2.6,42
1,8.54,19.43,1,1,7.87,42
0,7.01,13.67,1,0,6.74,28
1,7.35,11.83,1,1,3.55,26
0,32.66,3.84,1,1,5.44,40
2,25.11,6.08,1,0,0.62,19
1,0.43,4.84,0,2,6.2,43
1,16.39,3.52,1,2,7.62,37
1,19.73,7.06,0,2,7.78,46
2,30.12,4.0,1,2,4.62,30
2,29.04,18.56,0,0,3.13,44
1,35.27,19.1,1,0,2.57,48
1,16.44,16.32,0,0,1.28,42
1,26.93,19.82,1,1,1.23,46
2,35.62,16.36,1,2,3.96,41
1,30.95,17.11,1,1,3.0,41
0,30.8,16.15,0,0,3.63,48
1,29.68,16.71,0,0,6.45,51
0,6.03,2.88,0,2,1.99,38
2,13.84,4.99,1,2,5.95,32
2,32.47,2.23,1,0,4.34,23
1,25.43,4.52,1,1,4.25,34
1,24.58,16.27,1,2,7.84,44
0,24.44,8.99,0,1,2.11,37
1,32.49,5.98,0,2,5.4,51
0,1.98,8.22,0,1,2.74,34
0,21.35,12.46,1,2,6.56,38
0,37.0,7.31,1,1,4.74,35
2,28.1,6.67,0,1,5.37,39
0,37.78,8.35,0,2,5.06,52
2,31.08,15.26,1,0,4.94,27
1,32.71,12.84,1,2,3.43,39
1,3.04,8.12,0,0,5.51,36
2,1.62,4.71,0,1,5.2,37
1,1.92,3.97,1,2,2.82,30
0,17.03,8.52,0,2,1.77,41
0,3.22,8.88,1,1,1.96,26
0,23.29,17.78,0,1,4.95,45
2,29.84,3.72,1,0,5.09,27
0,25.84,3.82,1,0,6.85,37
1,18.21,16.41,0,0,4.78,42
0,35.57,19.17,1,1,1.34,43
1,30.7,2.1,0,2,3.34,47
2,36.67,17.87,1,1,4.84,37
0,9.55,10.19,0,0,5.52,36
1,39.77,7.54,0,1,7.24,52
1,22.18,17.94,1,2,3.34,40
0,24.6,9.92,0,2,7.58,46
1,10.73,17.17,0,2,3.53,46
0,28.49,17.04,0,1,5.96,56
0,12.34,12.38,1,2,3.85,30
1,15.13,9.6,1,2,4.88,33
1,10.69,5.94,1,1,3.26,26
1,23.4,3.86,1,0,3.68,26
1,7.34,10.08,0,1,3.63,35
1,33.83,3.23,1,1,2.35,34
0,21.53,2.73,0,2,1.72,41
2,23.99,8.11,0,1,5.64,35
1,30.4,14.88,1,1,2.35,37
1,28.35,16.03,0,2,3.37,54
0,11.63,16.79,1,1,5.39,39
0,15.85,11.36,0,1,4.84,37
1,5.15,17.69,0,2,7.67,50
2,23.07,19.85,1,2,0.71,34
2,25.4,11.08,1,1,3.66,26
1,15.66,17.58,1,2,6.22,44
1,23.47,11.15,0,1,5.43,42
1,4.03,11.9,1,0,2.57,23
1,10.96,8.55,1,0,6.4,27
2,36.35,3.43,0,2,1.8,43
2,28.93,4.03,1,1,6.63,30
2,19.77,3.99,1,0,7.99,23
1,27.05,12.55,1,2,2.39,39
1,24.32,15.39,1,0,5.54,34
2,9.92,15.01,0,0,6.42,38
2,28.29,7.02,1,0,5.83,27
2,36.01,15.43,1,0,3.38,31
0,1.63,9.56,0,1,2.32,34
2,9.52,8.98,1,1,4.71,24
2,32.81,4.79,1,1,2.49,26
1,20.54,13.71,0,0,2.75,38
0,35.91,11.66,0,1,5.84,48
1,11.44,14.97,1,2,2.36,33
2,30.73,12.35,1,2,6.47,35
2,15.01,18.58,1,1,5.47,38
2,24.22,12.07,0,0,6.15,33
2,38.34,17.03,1,0,7.21,38
1,22.67,16.32,0,0,4.98,42
2,8.41,15.89,0,0,1.85,34
1,27.05,14.05,1,2,5.78,45
0,9.82,6.92,1,0,3.73,23
0,24.8,7.72,1,2,2.84,33
1,12.58,16.61,0,1,3.43,42
0,2.95,19.79,0,0,4.17,39
2,37.1,3.43,1,1,7.56,34
0,29.21,11.36,0,2,5.96,52
0,7.74,6.19,1,2,7.29,35
2,28.12,13.74,0,0,0.88,31
1,10.89,4.39,1,1,4.91,26
1,12.12,15.27,0,2,2.49,43
2,0.27,2.88,0,1,2.12,33
2,8.81,5.87,0,0,7.7,34
2,3.55,3.94,0,1,0.6,29
2,34.84,13.56,0,0,3.19,35
0,20.41,4.42,1,2,4.03,33
1,38.56,11.6,1,1,1.35,39
1,31.49,9.35,1,2,3.29,38
2,34.96,18.88,1,0,1.62,35
0,18.61,12.72,0,1,5.64,42
1,20.37,13.34,1,2,7.06,40
1,0.24,15.76,0,0,3.28,36
2,37.47,11.43,0,1,2.31,39
1,39.63,14.18,1,2,6.85,50
0,8.59,3.09,0,2,5.57,43
1,37.03,12.87,1,0,3.22,37
1,11.36,4.39,1,0,5.53,27
1,36.0,15.01,0,2,0.71,52
1,21.81,13.29,0,1,3.49,41
1,12.59,4.39,1,2,1.36,30
1,29.76,12.3,0,0,6.08,45
1,16.1,4.9,1,1,2.12,29
0,4.18,17.42,1,0,4.7,31
0,4.12,15.77,1,0,3.17,26
2,2.38,10.11,1,2,7.07,32
2,30.45,13.56,0,2,4.6,42
2,31.57,17.85,1,0,1.69,30
0,3.29,3.24,0,1,2.23,34
1,15.4,6.75,0,0,1.57,35
1,0.87,2.06,1,1,2.14,26
1,29.42,6.99,0,0,5.49,44
2,12.07,17.09,1,1,7.5,35
2,25.69,7.2,0,2,2.88,39
1,18.01,9.78,0,1,1.91,38
2,0.69,8.57,0,2,3.15,37
0,6.42,4.34,1,2,5.15,35
0,26.98,6.09,0,1,6.22,48
0,1.35,16.12,0,2,7.5,51
2,32.32,2.26,1,2,4.03,30
0,23.95,3.54,1,1,4.02,29
1,39.9,16.09,1,0,2.59,43
1,38.4,19.16,1,2,2.48,55
2,5.98,11.63,1,1,3.62,24
0,11.0,6.0,1,2,1.67,30
1,3.32,5.35,1,1,3.62,26
2,37.59,14.16,1,1,3.67,33
1,29.91,8.86,1,1,1.94,34
0,0.34,12.21,1,1,1.65,26
1,33.08,10.59,0,0,6.09,44
2,28.78,3.45,1,2,0.51,26
1,27.68,16.48,0,2,7.75,58
2,27.18,16.86,0,0,1.61,39
1,12.05,15.21,0,0,2.94,36
1,1.01,17.27,0,2,6.81,50
1,36.59,8.43,0,0,1.91,45
1,16.13,3.84,0,0,6.09,39
1,35.96,2.98,1,1,4.35,39
2,27.77,13.2,1,0,0.56,22
1,25.56,13.6,1,0,7.33,38
1,32.08,11.55,0,1,7.73,47
0,14.49,15.98,1,0,1.3,26
2,31.35,19.05,0,0,0.74,40
1,16.77,13.66,1,2,7.78,40
1,23.71,18.06,1,1,2.53,41
1,28.27,11.51,1,0,4.69,31
1,38.46,9.52,0,0,2.21,45
1,28.03,2.75,0,2,1.76,47
2,37.54,16.6,0,0,6.54,47
2,26.97,2.94,0,0,4.7,32
2,37.02,13.02,1,2,7.07,41
0,11.07,12.33,0,1,7.23,39
0,11.4,2.89,1,1,7.68,31
0,38.28,4.75,0,0,7.08,45
0,5.64,12.51,1,0,2.88,23
0,39.42,5.34,0,0,7.07,45
1,30.11,11.92,1,2,7.27,42
2,9.81,19.82,1,1,6.28,40
1,15.96,12.24,0,2,5.49,47
2,39.45,4.32,0,0,5.07,40
0,16.11,13.72,0,2,3.71,41
2,0.07,6.23,1,2,6.75,32
0,18.35,3.84,1,2,2.9,33
1,36.7,12.69,0,2,3.44,53
1,25.14,5.42,0,1,7.04,47
1,21.35,14.27,0,1,6.35,45
0,1.83,10.32,1,2,1.62,30
0,20.03,7.04,0,1,5.13,42
0,21.05,16.64,0,0,5.95,47
1,15.23,17.13,1,1,6.73,40
0,19.71,19.23,1,1,7.7,42
